年份,领域大类,关键词（最多3个）,论文标题,作者,论文链接,项目链接
2021,文件和存储系统,,Approaching DRAM performance by using microsecond-latency flash memory for small-sized random read accesses: a new access method and its graph applications,"Tomoya Suzuki, Kioxia Corporation; et al.",http://vldb.org/pvldb/vol14/p1311-suzuki.pdf,
2021,数据库系统,,Optimizing In-memory Database Engine For AI-powered On-line Decision Augmentation Using Persistent Memory,"Cheng Chen, 4Paradigm Inc.; et al.",http://vldb.org/pvldb/vol14/p799-chen.pdf,
2021,数据库系统,,Zen: a High-Throughput Log-Free OLTP Engine for Non-Volatile Main Memory,"Gang Liu, Chinese Academy of Sciences; et al.",http://vldb.org/pvldb/vol14/p835-liu.pdf,
2021,数据库系统,,Revisiting the Design of LSM-tree Based OLTP Storage Engine with Persistent Memory,"Baoyue Yan, Beihang University; et al.",http://vldb.org/pvldb/vol14/p1872-yan.pdf,
2021,文件和存储系统,,SaS: SSD as SQL Database System,"Jong-Hyeok Park, Sungkyunkwan University; et al.",http://vldb.org/pvldb/vol14/p1481-lee.pdf,
2021,机器学习系统,,Comprehensive and Efficient Workload Compression,"Shaleen Deep, University of Wisconsin-Madison; et al.",http://vldb.org/pvldb/vol14/p418-deep.pdf,
2021,机器学习系统,,"On the Efficiency of K-Means Clustering: Evaluation, Optimization, and Algorithm Selection","Sheng Wang, New York University; et al.",http://vldb.org/pvldb/vol14/p163-wang.pdf,https://github.com/tgbnhy/fast-kmeans
2021,机器学习系统,,Comprehensible Counterfactual Explanation on Kolmogorov-Smirnov Test,"Zicun Cong, Simon Fraser University; et al.",http://vldb.org/pvldb/vol14/p1583-cong.pdf,https://github.com/research0610/MOCHE
2021,机器学习系统,,GeCo: Quality Counterfactual Explanations in Real Time,"Maximilian Schleich, University of Washington; et al.",http://vldb.org/pvldb/vol14/p1681-schleich.pdf,https://github.com/mjschleich/GeCo.jl
2021,机器学习系统,,A Queueing-Theoretic Framework for Vehicle Dispatching in Dynamic Car-Hailing,"Peng Cheng, East China Normal University; et al.",http://vldb.org/pvldb/vol14/p2177-cheng.pdf,https://github.com/inabao/queue-based-order-dispatching
2021,大数据系统,,On the algebra of data sketches,"Jakub Lemiesz, Wrocław University of Science and Technology; et al.",http://vldb.org/pvldb/vol14/p1655-lemiesz.pdf,
2021,大数据系统,,SetSketch: Filling the Gap between MinHash and HyperLogLog,"Otmar Ertl, Dynatrace Research; et al.",http://vldb.org/pvldb/vol14/p2244-ertl.pdf,https://github.com/dynatrace-research/set-sketch-paper
2021,大数据系统,,SKT: A One-Pass Multi-Sketch Data Analytics Accelerator,"Monica Chiosa, ETH Zurich; et al.",http://vldb.org/pvldb/vol14/p2369-chiosa.pdf,
2021,大数据系统,,KLL±: Approximate Quantile Sketches over Dynamic Datasets,"Fuheng Zhao, UCSB; et al.",http://vldb.org/pvldb/vol14/p1215-zhao.pdf,
2021,大数据系统,,On-Off Sketch: A Fast and Accurate Sketch on Persistence,"Yinda Zhang, Peking University; et al.",http://vldb.org/pvldb/vol14/p128-zhang.pdf,
2021,机器学习系统,,RPT: Relational Pre-trained Transformer Is Almost All You Need towards Democratizing Data Preparation,"Nan Tang, Qatar Computing Research Institute HBKU; et al.",http://vldb.org/pvldb/vol14/p1254-tang.pdf,
2021,机器学习系统,,LOCATER: Cleaning WiFi Connectivity Datasets for Semantic Localization,"Yiming Lin, University of California Irvine; et al.",http://vldb.org/pvldb/vol14/p329-lin.pdf,https://github.com/yiminl18/LOCATER
2021,机器学习系统,,CHEF: A Cheap and Fast Pipeline for Iteratively Cleaning Label Uncertainties,"Yinjun Wu, University of Pennsylvania; et al.",http://vldb.org/pvldb/vol14/p2410-wu.pdf,https://github.com/thuwuyinjun/Chef
2021,机器学习系统,,Horizon: Scalable Dependency-driven Data Cleaning,"El Kindi Rezig, MIT; et al.",http://vldb.org/pvldb/vol14/p2546-rezig.pdf,
2021,机器学习系统,,Approximating Median Absolute Deviation with Bounded Error,"Zhiwei Chen, Tsinghua University; et al.",http://vldb.org/pvldb/vol14/p2114-song.pdf,
2021,并行与分布式系统,,On Analyzing Graphs with Motif-Paths,"Xiaodong Li, The University of Hong Kong; et al.",http://vldb.org/pvldb/vol14/p1111-li.pdf,
2021,并行与分布式系统,,GraphMineSuite: Enabling High-Performance and Programmable Graph Mining Algorithms with Set Algebra,"Maciej Besta, ETH Zurich; et al.",http://vldb.org/pvldb/vol14/p1922-besta.pdf,https://graphminesuite.spcl.inf.ethz.ch
2021,并行与分布式系统,,A Comprehensive Survey and Experimental Comparison of Graph-Based Approximate Nearest Neighbor Search,"Mengzhao Wang, Hangzhou Dianzi University; et al.",http://vldb.org/pvldb/vol14/p1964-wang.pdf,https://github.com/Lsyhprum/WEAVESS
2021,并行与分布式系统,,Accelerating Exact Constrained Shortest Paths on GPUs,"Shengliang Lu, National University of Singapore; et al.",http://vldb.org/pvldb/vol14/p547-lu.pdf,https://github.com/xtra-computing/vine
2021,并行与分布式系统,,Fast Algorithm for Anchor Graph Hashing,"Yasuhiro Fujiwara, NTT Communication Science Laboratories; et al.",http://vldb.org/pvldb/vol14/p916-fujiwara.pdf,
2021,数据库系统,,Breaking Down Memory Walls: Adaptive Memory Management in LSM-based Storage Systems,"Chen Luo, Snowflake Inc.; et al.",http://vldb.org/pvldb/vol14/p241-luo.pdf,
2021,数据库系统,,Achieving High Throughput and Elasticity in a Larger-than-Memory Store,"Chinmay Kulkarni, University of Utah; et al.",http://vldb.org/pvldb/vol14/p1427-kulkarni.pdf,https://aka.ms/Shadowfax
2021,数据库系统,,Towards Cost-Effective and Elastic Cloud Database Deployment via Memory Disaggregation,"Yingqiang Zhang, Alibaba Group; et al.",http://vldb.org/pvldb/vol14/p1900-zhang.pdf,
2021,数据库系统,,Towards Plug-and-Play Visual Graph Query Interfaces: Data-driven Canned Pattern Selection for Large Networks,"Zifeng Yuan, NTU; et al.",http://vldb.org/pvldb/vol14/p1979-bhowmick.pdf,
2021,数据库系统,,COMPARE: Accelerating Groupwise Comparison in Relational Databases for Data Analytics,"Tarique Siddiqui, Microsoft Research; et al.",http://vldb.org/pvldb/vol14/p2419-siddiqui.pdf,
2021,数据库系统,,Scalable Querying of Nested Data,"Jaclyn Smith, Oxford University; et al.",http://vldb.org/pvldb/vol14/p445-smith.pdf,
2021,数据库系统,,Procedural Extensions of SQL: Understanding their usage in the wild,"Surabhi Gupta, Microsoft Research India; et al.",http://vldb.org/pvldb/vol14/p1378-ramachandra.pdf,
2021,数据库系统,,The Smallest Extraction Problem,"Valerio Cetorelli, Roma Tre University; et al.",http://vldb.org/pvldb/vol14/p2445-crescenzi.pdf,
2021,数据库系统,,Glean: Structured Extractions from Templatic Documents,"Sandeep Tata, Google USA; et al.",http://vldb.org/pvldb/vol14/p997-tata.pdf,
2021,数据库系统,,Preference Queries over Taxonomic Domains,"Paolo Ciaccia, Università di Bologna; et al.",http://vldb.org/pvldb/vol14/p1859-martinenghi.pdf,
2021,数据库系统,,ThunderRW: An In-Memory Graph Random Walk Engine,"Shixuan Sun, National University of Singapore; et al.",http://vldb.org/pvldb/vol14/p1992-sun.pdf,
2021,数据库系统,,Maximizing Social Welfare in a Competitive Diffusion Model,"Prithu Banerjee, UBC; et al.",http://vldb.org/pvldb/vol14/p613-banerjee.pdf,
2021,数据库系统,,Missing Value Imputation on Multidimensional Time Series,"Parikshit  Bansal, IIT Bombay; et al.",http://vldb.org/pvldb/vol14/p2533-bansal.pdf,
2021,数据库系统,,Fauce: Fast and Accurate Deep Ensembles with Uncertainty for Cardinality Estimation,"Jie Liu, University of California Merced; et al.",http://vldb.org/pvldb/vol14/p1950-liu.pdf,
2021,数据库系统,,"FLAT: Fast, Lightweight and Accurate Method for Cardinality Estimation","Rong Zhu, Alibaba Group; et al.",http://vldb.org/pvldb/vol14/p1489-zhu.pdf,
2021,数据库系统,,"The Case for NLP-Enhanced Database Tuning: Towards Tuning Tools that ""Read the Manual""","Immanuel Trummer, Cornell; et al.",http://vldb.org/pvldb/vol14/p1159-trummer.pdf,https://tinyurl.com/9crrjezv
2021,数据库系统,,Quality of Sentiment Analysis Tools: The Reasons of Inconsistency,"Wissam Mammar Kouadri, University of Paris; et al.",http://vldb.org/pvldb/vol14/p668-kouadri.pdf,https://github.com/AbCd256/Quality-of-sentiment-analysis-tools.git
2021,数据库系统,"知识图谱,自然语言处理",CBench: Towards Better Evaluation of Question Answering Over Knowledge Graphs,"Abdelghny Orogat, Carleton University; et al.",http://vldb.org/pvldb/vol14/p1325-orogat.pdf,https://github.com/aorogat/CBench
2021,数据库系统,"SQL优化,查询优化,机器学习",Explaining Inference Queries with Bayesian Optimization,"Brandon Lockhart, Simon Fraser University; et al.",http://vldb.org/pvldb/vol14/p2576-lockhart.pdf,https://github.com/sfu-db/BOExplain
2021,数据库系统,"ML训练,查询优化,数据管理",Data Acquisition for Improving Machine Learning Models,"Yifan Li, York University; et al.",http://vldb.org/pvldb/vol14/p1832-li.pdf,https://github.com/AwesomeYifan/Data-acquisition-for-ML
2021,数据库系统,"查询优化,存储系统,SQL优化",PATSQL: Efficient Synthesis of SQL Queries from Example Tables with Quick Inference of Projected Columns,"Keita Takenouchi, NTT DATA; et al.",http://vldb.org/pvldb/vol14/p1937-takenouchi.pdf,https://github.com/NAIST-SE/PATSQL
2021,数据库系统,"数据管理,数据分析,查询优化",Rumble: Data Independence for Large Messy Data Sets,"Ingo Müller, ETH Zürich; et al.",http://vldb.org/pvldb/vol14/p498-muller.pdf,https://github.com/RumbleDB/experiments-vldb21
2021,数据库系统,"图计算,图数据库",Towards an Efficient Weighted Random Walk Domination,"Songsong Mo, Wuhan University; et al.",http://vldb.org/pvldb/vol14/p560-mo.pdf,https://github.com/songsong945/RandomWalkDomination
2021,数据库系统,"ML训练,ML优化,数据分析",Adaptive Data Augmentation for Supervised Learning over Missing Data,"Tongyu Liu, Renmin University of China; et al.",http://vldb.org/pvldb/vol14/p1202-fan.pdf,https://github.com/ruc-datalab/dagan
2021,数据库系统,"机器学习,ML优化,数据分析",Nearest Neighbor Classifiers over Incomplete Information: From Certain Answers to Certain Predictions,"Bojan Karlaš, ETH Zürich; et al.",http://vldb.org/pvldb/vol14/p255-karlas.pdf,https://github.com/chu-data-lab/CPClean
2021,数据库系统,"查询优化,机器学习,ML训练",Are We Ready For Learned Cardinality Estimation?,"Xiaoying Wang, Simon Fraser University; et al.",http://vldb.org/pvldb/vol14/p1640-wang.pdf,https://github.com/sfu-db/AreCELearnedYet
2021,数据库系统,,Astrid: Accurate Selectivity Estimation for String Predicates using Deep Learning,"Suraj  Shetiya, The University of Texas at Arlington; et al.",http://vldb.org/pvldb/vol14/p471-shetiya.pdf,
2021,数据库系统,"查询优化,机器学习,ML训练",Flow-Loss: Learning Cardinality Estimates That Matter,"Parimarjan Negi, MIT CSAIL; et al.",http://vldb.org/pvldb/vol14/p2019-negi.pdf,https://github.com/learnedsystems/ceb
2021,数据库系统,"查询优化,ML训练,神经网络",NeuroCard: One Cardinality Estimator for All Tables,"Zongheng Yang, UC Berkeley; et al.",http://vldb.org/pvldb/vol14/p61-yang.pdf,https://github.com/neurocard
2021,数据库系统,,Towards Crowd-aware Indoor Path Planning,"Tiantian Liu, Aalborg University; et al.",http://vldb.org/pvldb/vol14/p1365-liu.pdf,
2021,数据库系统,,AutoGR: Automated Geo-Replication with Fast System Performance and Preserved Application Semantics,"Jiawei Wang, USTC; et al.",http://vldb.org/pvldb/vol14/p1517-li.pdf,
2021,数据库系统,,PPQ-Trajectory: Spatio-temporal Quantization for Querying in Large Trajectory Repositories,"Shuang Wang, University of Warwick; et al.",http://vldb.org/pvldb/vol14/p215-wang.pdf,
2021,数据库系统,,MDTP: A Multi-source Deep Traffic Prediction Framework over Spatio-Temporal Trajectory Data,"Ziquan Fang, Zhejiang University; et al.",http://vldb.org/pvldb/vol14/p1289-gao.pdf,
2021,数据库系统,,The Simpler The Better: An Indexing Approach for Shared-Route Planning Queries.,"Yuxiang Zeng, Hong Kong University of Science and Technology; et al.",http://vldb.org/pvldb/vol13/p3517-zeng.pdf,
2021,数据库系统,,QARTA: An ML-based System for Accurate Map Services,"Mashaal Musleh, University of Minnesota; et al.",http://vldb.org/pvldb/vol14/p2273-mokbel.pdf,
2021,数据库系统,,Fast Augmentation Algorithms for Network Kernel Density Visualization,"Tsz Nam Chan, Hong Kong Baptist University; et al.",http://vldb.org/pvldb/vol14/p1503-chan.pdf,
2021,数据库系统,,Parallel Graph Algorithms in Constant Adaptive Rounds: Theory meets Practice,"Soheil Behnezhad, University of Maryland; et al.",http://vldb.org/pvldb/vol13/p3588-behnezhad.pdf,
2021,数据库系统,,Optimizing Bipartite Matching in Real-World Applications by Incremental Cost Computation,"Tenindra Abeywickrama, GrabTaxi Holdings Pte Ltd; et al.",http://vldb.org/pvldb/vol14/p1150-abeywickrama.pdf,
2021,数据库系统,"多核,并行算法,图计算",RECEIPT: REfine CoarsE-grained IndePendent Tasks for Parallel Tip decomposition of Bipartite Graphs,"Kartik Lakhotia, USC; et al.",http://vldb.org/pvldb/vol14/p404-lakhotia.pdf,https://github.com/kartiklakhotia/RECEIPT
2021,数据库系统,"图计算,并行算法,数据挖掘",Symmetric Continuous Subgraph Matching with Bidirectional Dynamic Programming,"Seunghwan Min, Seoul National University; et al.",http://vldb.org/pvldb/vol14/p1298-han.pdf,https://github.com/SNUCSE-CTA/SymBi
2021,数据库系统,,Massively Parallel Algorithms for Personalized PageRank,"Guanhao Hou, The Chinese University of Hong Kong; et al.",http://vldb.org/pvldb/vol14/p1668-wang.pdf,
2021,数据库系统,,From Natural Language Processing to Neural Databases,"James Thorne, University of Cambridge; et al.",http://vldb.org/pvldb/vol14/p1033-thorne.pdf,
2021,数据库系统,,Improving Information Extraction from Visually Rich Documents using Visual Span Representations,"Ritesh Sarkhel, Ohio State University; et al.",http://vldb.org/pvldb/vol14/p822-sarkhel.pdf,
2021,数据库系统,,An Inquiry into Machine Learning-based Automatic Configuration Tuning Services on Real-World Database Management Systems,"Dana M Van Aken, Carnegie Mellon University; et al.",http://vldb.org/pvldb/vol14/p1241-aken.pdf,
2021,数据库系统,,CGPTuner: a Contextual Gaussian Process Bandit Approach for the Automatic Tuning of IT Configurations Under Varying Workload Conditions,"Stefano Cereda, Politecnico di Milano; et al.",http://vldb.org/pvldb/vol14/p1401-cereda.pdf,
2021,数据库系统,,Database Technology for the Masses: Sub-Operators as First-Class Entities,"Maximilian Bandle, TUM; et al.",http://vldb.org/pvldb/vol14/p2483-bandle.pdf,
2021,数据库系统,,Accelerating Approximate Aggregation Queries with Expensive Predicates,"Daniel Kang, Stanford University; et al.",http://vldb.org/pvldb/vol14/p2341-kang.pdf,
2021,数据库系统,,Tempura: A General Cost-Based Optimizer Framework for Incremental Data Processing,"Zuozhi Wang, U C IRVINE; et al.",http://vldb.org/pvldb/vol14/p14-wang.pdf,
2021,数据库系统,,Aggregated Deletion Propagation for Counting Conjunctive Query Answers,"Xiao Hu, Duke University; et al.",http://vldb.org/pvldb/vol14/p228-hu.pdf,
2021,数据库系统,,Adaptive Code Generation for Data-Intensive Analytics,"Wangda Zhang, Columbia University; et al.",http://vldb.org/pvldb/vol14/p929-zhang.pdf,
2021,数据库系统,,DISK: A Distributed Framework for Single-Source SimRank with Accuracy Guarantee,"Yue Wang, Shenzhen Institute of Computing Sciences Shenzhen University.; et al.",http://vldb.org/pvldb/vol14/p351-wang.pdf,
2021,数据库系统,"数据分析,数据挖掘,并行算法","In the Land of Data Streams where Synopses are Missing, One Framework to Bring Them All","Rudi Poepsel-Lemaitre, Technische Universität Berlin; et al.",http://vldb.org/pvldb/vol14/p1818-poepsel-lemaitre.pdf,https://github.com/TU-Berlin-DIMA/Condor
2021,数据库系统,"数据分析,数据挖掘,并行算法",PR-Sketch: Monitoring Per-key Aggregation of Streaming Data with Nearly Full Accuracy,"Qun Huang, Peking University; et al.",http://vldb.org/pvldb/vol14/p1783-huang.pdf,https://github.com/N2-Sys/PR-Sketch
2021,数据库系统,"并行算法,数据分析,数据管理",Ananke: A Streaming Framework for Live Forward Provenance,"Dimitris Palyvos-Giannas, Chalmers University of Technology; et al.",http://vldb.org/pvldb/vol14/p391-palyvos-giannas.pdf,https://github.com/dmpalyvos/ananke
2021,数据库系统,,Optimization of Threshold Functions over Streams,"Walter Cai, University of Washington; et al.",http://vldb.org/pvldb/vol14/p878-cai.pdf,
2021,数据库系统,,TRACE: Real-time Compression of Streaming Trajectories in Road Networks,"Tianyi Li, Aalborg Univeristy; et al.",http://vldb.org/pvldb/vol14/p1175-chen.pdf,
2021,数据库系统,"数据分析,知识图谱,图数据库",Collective Influence Maximization for Multiple Competing Products with an Awareness-to-Influence Model,"Dimitris Tsaras, HKUST; et al.",http://vldb.org/pvldb/vol14/p1124-papadias.pdf,https://github.com/dtsaras/GCW
2021,数据库系统,,Finding Group Steiner Trees in Graphs with both Vertex and Edge Weights,"Yahui Sun, National University of Singapore; et al.",http://vldb.org/pvldb/vol14/p1137-sun.pdf,
