年份,领域大类,tag,论文标题,作者,论文链接,项目链接
2021,数据中心系统,,Boki: Stateful Serverless Computing with Shared Logs,"Zhipeng Jia, the University of Texas at Austin; et al.",https://dl.acm.org/doi/10.1145/3477132.3483541,https://github.com/ut-osa/boki-benchmarks
2021,网络系统,,LineFS: Efficient SmartNIC Offload of a Distributed File System with Pipeline Parallelism,"Jongyul Kim, KAIST; et al.",https://dl.acm.org/doi/10.1145/3477132.3483565,https://github.com/casys-kaist/LineFS
2021,网络系统,,Automated SmartNIC Offloading Insights for Network Functions,"Yiming Qiu, Rice University, Houston; et al.",https://dl.acm.org/doi/10.1145/3477132.3483583,https://github.com/824728350/Clara
2021,文件和存储系统,,The Aurora Single Level Store Operating System,"Emil Tsalapatis,  University of Waterloo, Waterloo; et al.",https://dl.acm.org/doi/10.1145/3477132.3483563,https://rcs.uwaterloo.ca/aurora/
2021,文件和存储系统,,WineFS: a hugepage-aware file system for persistent memory that ages gracefully,"Rohan Kadekodi, University of Texas at Austin; et al.",https://dl.acm.org/doi/10.1145/3477132.3483567,https://github.com/rohankadekodi/WineFS
2021,文件和存储系统,,Scale and Performance in a Filesystem Semi-Microkernel,"Jing Liu, University of Wisconsin-Madison; et al.",https://dl.acm.org/doi/10.1145/3477132.3483581,https://research.cs.wisc.edu/adsl/Software/uFS/
2021,形式化验证,,Formal Verification of a Multiprocessor Hypervisor on Arm Relaxed Memory Hardware,"Runzhou Tao, Columbia University, New York; et al.",https://dl.acm.org/doi/10.1145/3477132.3483560,https://github.com/VeriGu/sosp-paper211-ae
2019,机器学习系统,,PipeDream: Generalized Pipeline Parallelism for DNN Training,"Deepak Narayanan, Stanford University; et al.",https://dl.acm.org/authorize?N695015,https://github.com/msr-fiddle/pipedream
2019,机器学习系统,,Parity Models: Erasure-Coded Resilience for Prediction Serving Systems,"Jack Kosaian, Carnegie Mellon University; et al.",https://dl.acm.org/authorize?N695017,https://github.com/Thesys-lab/parity-models
2019,机器学习系统,,TASO: Optimizing Deep Learning Computation with Automated Generation of Graph Substitutions,"Zhihao Jia, Stanford University; et al.",https://dl.acm.org/authorize?N695018,https://github.com/jiazhihao/sosp19ae
2019,系统安全与隐私,,Teechain: A Secure Payment Network with Asynchronous Blockchain Access,"Joshua Lind, Imperial College London; et al.",https://dl.acm.org/authorize?N695019,https://github.com/lsds/Teechain
2019,软件测试,,Finding Semantic Bugs in File Systems with an Extensible Fuzzing Framework,"Seulbae Kim, Georgia Institute of Technology; et al.",https://dl.acm.org/authorize?N695014,https://github.com/sslab-gatech/hydra
2019,软件测试,,Efficient and Scalable Thread-Safety Violation Detection --- Finding thousands of concurrency bugs during testing,"Guangpu Li, University of Chicago; et al.",https://dl.acm.org/authorize?N695025,https://github.com/SpectrumLi/TSVDExamples
2019,形式化验证,,Scaling Symbolic Evaluation for Automated Verification of Systems Code with Serval,"Luke Nelson, University of Washington; et al.",https://dl.acm.org/authorize?N695029,https://unsat.cs.washington.edu/projects/serval/
2019,形式化验证,,"Verifying Concurrent, Crash-safe Systems with Perennial","Tej Chajed, MIT CSAIL; et al.",https://dl.acm.org/authorize?N695020,https://github.com/mit-pdos/perennial/tree/master/artifact
2019,形式化验证,,Verifying Software Network Functions with No Verification Expertise,"Arseniy Zaostrovnykh, EPFL; et al",https://dl.acm.org/authorize?N695022,https://github.com/vigor-nf/vigor
2019,程序语言与编译器,,Optimizing Data-Intensive Computations in Existing Libraries with Split Annotations,"Shoumik Palkar, Stanford University; et al",https://dl.acm.org/authorize?N695023,https://github.com/weld-project/split-annotations
2019,大数据系统,,Nexus: A GPU Cluster Engine for Accelerating DNN-Based Video Analysis,"Haichen Shen, Amazon Web Services; et al.",https://dl.acm.org/authorize?N695035,https://github.com/uwsampl/nexus
2019,并行与分布式系统,,Lineage Stash: Fault Tolerance Off the Critical Path,"Stephanie Wang, UC Berkeley; et al.",https://dl.acm.org/authorize?N695036,https://github.com/stephanie-wang/ray/tree/lineage-stash
2019,文件和存储系统,,File Systems Unfit as Distributed Storage Backends: Lessons from 10 Years of Ceph Evolution,"Abutalib Aghayev, Carnegie Mellon University; et al.",https://dl.acm.org/authorize?N695037,https://github.com/mkuchnik/CephEvolution
2019,形式化验证,,I4: Incremental Inference of Inductive Invariants for Verification of Distributed Protocols,"Haojun Ma, University of Michigan; et al.",https://dl.acm.org/authorize?N695038,https://github.com/GLaDOS-Michigan/I4
2019,并行与分布式系统,,Aegean: Replication Beyond the Client-Server Model,"Remzi Can Aksoy, University of Michigan; et al.",https://dl.acm.org/authorize?N695039,https://github.com/GLaDOS-Michigan/Aegean
2019,网络系统,,Risk-based planning for evolving data-center networks,"Omid Alipourfard, Yale University; et al.",https://dl.acm.org/authorize?N695031,https://github.com/SiGe/Janus
2019,文件和存储系统,,Recipe: Converting Concurrent DRAM Indexes to Persistent-Memory Indexes,"Se Kwon Lee, University of Texas at Austin; et al.",https://dl.acm.org/authorize?N695034,https://github.com/utsaslab/RECIPE
2019,文件和存储系统,,SplitFS: Reducing Software Overhead in File Systems for Persistent Memory,"Rohan Kadekodi, University of Texas at Austin; et al.",https://dl.acm.org/authorize?N695046,https://github.com/utsaslab/SplitFS
